B_Index,N_Index,Cl_Index,Conf_id,TS_G,deltaG(kcal/mol),deltaGa(kcal/mol),B_Cl,C_Cl
423,141,618,10,-2922.034294,7.22032875,34.73441537,2.128084118,2.124969198
423,143,474,10,-1684.68272,6.519223,30.8083926,2.24910573,2.030714511
423,143,475,1,-1407.688595,2.314471,28.04254202,2.108706043,2.188445083
423,143,477,0,-1981.606235,6.32890225,32.70452817,2.103583127,2.161618904
423,143,478,0,-1613.270185,7.21744225,32.64615812,2.092746541,2.146367917
423,143,481,0,-1606.181058,5.19325275,32.60427877,2.109297322,2.149350073
423,143,482,12,-2289.928079,-2.8251305,27.31235792,2.186538002,2.122348344
423,143,483,0,-2108.820269,10.1653745,36.1015057,2.108524327,2.100139096
423,143,485,10,-2130.822355,4.0276715,31.4713087,2.152974426,2.107420845
423,143,486,0,-1562.430245,9.70585625,33.23656032,2.043702032,2.185684677
423,143,489,10,-2747.227787,-3.51908275,28.82421877,2.197991349,2.079625687
423,143,492,10,-1979.398596,32.84014975,36.76678747,2.067729237,2.104208174
423,143,495,12,-1503.509131,-3.5249185,25.56468257,2.200186794,2.22465398
423,143,508,10,-1680.38792,-0.03583025,11.87800398,2.3851417,1.952208344
423,143,596,0,-1720.485157,5.30614,32.43628448,2.114529417,2.146729004
423,143,606,10,-1444.83505,-3.6898255,25.3807184,2.1795161,2.226153036
423,152,490,0,-1388.335473,18.192982,43.12776125,2.21546851,2.190540459
423,160,453,0,-2183.058535,-1.6657615,26.2420751,2.263842117,2.199815666
423,160,457,0,-2311.147912,-1.9104865,26.12878625,2.253499688,2.278291199
423,160,462,0,-1624.198811,5.15045725,31.2819794,2.135220429,2.278049455
423,160,464,10,-2119.984959,-0.43655175,28.99606592,2.183769963,2.264322037
423,160,465,10,-1888.428933,1.120213,27.90819427,2.184869882,2.259217294
423,160,466,4,-1989.066351,4.3133095,27.45554715,2.139809,2.319674902
423,160,467,1,-1702.799903,1.94531275,21.82894918,2.100033886,2.310264596
423,160,468,1,-1976.495056,0.4009725,29.868749,2.149019071,2.226410959
423,160,469,1,-1701.546772,9.6031345,32.5847949,2.031610072,2.304393954
423,160,476,10,-1280.018001,6.96267725,31.78188355,2.035658739,2.332832849
423,160,479,11,-2118.628012,18.38041625,68.81112918,2.00729082,2.250977519
423,160,482,3,-2124.181975,12.29354075,34.36288518,2.043281378,2.279882451
423,160,484,2,-1472.914217,10.212186,27.5057597,2.021402375,2.412276727
423,160,494,10,-1827.647872,6.9616105,33.09563637,2.124331629,2.216695305
423,160,496,0,-1501.635643,6.868615,34.69557312,2.094509932,2.258426837
423,160,498,10,-1836.678338,10.45220475,28.7671853,2.063389597,2.456549611
423,160,505,11,-1810.821522,6.07150175,31.18556402,2.163109542,2.263758475
423,160,509,10,-1578.985567,11.14709825,34.9738882,2.01295642,2.304237914
423,160,512,0,-1507.903505,3.4089565,15.4718659,2.211555044,2.452346102
423,160,514,0,-2336.325717,-1.2980465,31.1991996,2.1900035,2.194839875
423,160,515,0,-1342.437423,7.9721365,22.04370477,2.023811065,2.484743393
423,160,520,0,-1740.854161,10.29909475,32.25933575,2.00602744,2.424368149
423,160,523,10,-1467.393929,-3.62789125,29.12750835,2.211512597,2.170507914
423,160,524,10,-1469.800449,-1.14600325,29.07316685,2.268790348,2.187952264
423,160,550,2,-1317.183671,10.4191355,32.09121595,2.019954098,2.390976338
423,160,551,10,-1317.194374,1.49200675,30.07857245,2.120556465,2.220982877
423,160,552,2,-1395.561614,-0.826543,20.68991745,2.118975058,2.295101007
423,160,556,10,-1866.945265,0.81280075,29.88033892,2.163256661,2.271144777
423,160,566,0,-1434.857879,-2.64384575,16.6782221,2.224558513,2.348801554
423,160,567,0,-2287.25827,-2.6358765,28.82839793,2.258093671,2.213509492
423,160,584,0,-1402.384947,9.36299025,32.04963153,2.039693937,2.395059376
423,160,592,0,-1852.032636,2.45948625,13.5471979,2.479942225,2.393106563
423,160,603,10,-1317.143415,7.37795675,32.02315103,2.029069227,2.348947463
423,160,606,0,-1279.087512,11.42884575,33.33106182,2.005179412,2.456097137
423,160,608,2,-1798.898854,8.22821925,30.50868605,2.223629277,2.309533479
423,160,620,10,-2099.793987,0.149094,29.5699586,2.175170283,2.243454731
423,163,474,10,-1966.366532,18.54846075,38.29101635,2.158357842,2.165475765
423,163,481,10,-1887.867599,17.2224905,38.37429187,2.108879023,2.236696043
423,163,490,10,-1749.320028,16.89085675,38.34454837,2.127941432,2.215568155
423,171,481,0,-1528.059383,20.689679,46.62085295,2.174088631,2.159995197
423,171,490,10,-1389.512213,20.35804525,46.33994003,2.191060937,2.153487519
423,171,558,2,-1464.674549,9.76220575,42.98097645,2.303152144,2.27488109
423,173,490,10,-1352.31161,16.87931075,41.15163825,2.170692404,2.174618971
423,177,490,0,-1227.865778,11.612766,35.19759195,2.167493765,2.197542279
423,178,515,10,-1369.980602,-0.0021335,27.29513933,2.273879452,2.323524493
423,178,558,0,-1404.609545,1.41018075,31.07138412,2.199310621,2.307857412
423,184,490,10,-1455.442541,9.46772,34.43703057,2.191266112,2.194778521
423,190,490,0,-1229.975572,9.2160925,35.1225053,2.175971678,2.185122653
423,191,490,0,-1419.52887,12.56110675,37.7689489,2.173913029,2.1825158
423,193,474,1,-1636.797953,15.73374675,37.86010583,2.07243507,2.217830987
423,193,478,11,-1565.386016,16.431966,39.32248203,2.075094097,2.238370615
423,193,490,1,-1419.750634,14.07614275,38.4256151,2.125756491,2.22312965
423,193,515,10,-1460.29197,2.067989,26.30556555,2.089218465,2.436137818
423,194,481,0,-1495.80878,15.092881,37.84827745,2.114381073,2.238211768
423,194,490,0,-1357.260627,14.76124725,38.18408408,2.139590165,2.213558512
423,195,478,2,-1678.456796,17.23786425,38.82131033,2.107571917,2.219563092
423,195,481,1,-1671.367542,15.21367475,38.85929917,2.114410759,2.237017591
423,195,490,0,-1532.818894,14.882041,39.50526023,2.140207423,2.211904675
423,195,596,10,-1785.67164,15.326562,38.69128605,2.119811305,2.219447733
423,221,490,0,-1459.776539,11.314578,36.92804243,2.189721932,2.164977107
423,238,478,12,-1317.868405,7.86213575,32.94019207,2.140299863,2.158391821
423,238,490,10,-1172.232017,5.5063125,32.67470938,2.169936519,2.152606955
423,243,490,10,-1592.281495,6.0512335,34.03510427,2.155268011,2.141200121
423,253,490,10,-1294.582774,4.23480925,32.36528912,2.173681859,2.136659452
423,254,512,10,-1486.542294,-0.94645825,12.56414385,2.221804894,2.332217211
423,254,550,1,-1295.824991,6.06372075,27.5946639,1.940770311,2.432740976
423,254,584,10,-1381.027483,5.0075755,26.79074855,2.015794993,2.440363841
423,262,478,10,-1524.798481,12.96797775,38.7398169,2.119056674,2.17912966
423,262,490,0,-1379.164587,10.6121545,36.90936175,2.148827823,2.1722327
423,262,515,1,-1419.711937,-1.39599925,21.01528875,2.083381362,2.383895932
423,263,515,13,-1367.819984,-3.44654375,27.9375048,2.163291962,2.35441058
423,263,558,2,-1402.45154,-2.0342295,30.07419877,2.081981046,2.303080877
423,263,606,12,-1304.477531,0.0101655,34.54488528,2.187990216,2.276105382
423,264,474,1,-1483.949826,14.02619375,35.79866165,2.121090847,2.14715098
423,264,476,11,-1245.019253,-0.64902325,37.22551508,2.196373637,2.217846207
423,264,478,10,-1412.537953,14.724413,37.2208653,2.1364889,2.16352734
423,264,481,10,-1405.448547,12.7002235,37.35388903,2.145303364,2.176068312
423,264,482,2,-2089.195144,4.68184025,32.328549,2.19119249,2.131759415
423,264,490,10,-1266.902465,12.36858975,36.38999882,2.16713759,2.15669977
423,273,515,10,-1321.093839,-3.5721065,20.27087923,2.085209905,2.375958039
423,273,550,0,-1295.84241,-1.1251075,28.86022472,2.205822463,2.228881249
423,273,584,10,-1381.044133,-2.18125275,28.5385745,2.219228274,2.242909057
423,280,550,1,-1282.211881,-2.48998275,29.6250531,2.189834373,2.233152611
423,281,480,0,-2189.617031,29.4928765,31.44720643,2.185560951,2.091086435
423,281,481,0,-1631.597251,7.03383575,34.94185432,2.132533771,2.161784795
423,281,482,0,-2315.344451,-0.9845475,29.53759843,2.181816638,2.112832585
423,281,490,10,-1493.049925,6.702202,34.7588816,2.151149606,2.145682931
423,291,462,0,-1831.406434,-1.099129,31.2385815,2.178535693,2.198291192
423,291,469,1,-1908.759709,3.35354825,29.20745812,2.034337264,2.240889373
423,291,476,0,-1487.235253,0.713091,25.6969031,2.020043445,2.317611694
423,291,481,0,-1647.641307,14.06233775,40.40842097,2.00327501,2.257012997
423,291,482,11,-2331.391194,6.0439545,33.31851182,2.121957762,2.156030837
423,291,484,12,-1680.132483,3.96259975,20.78414285,2.009108172,2.402830516
423,291,490,0,-1509.094762,13.730704,39.73525152,2.093629375,2.191739994
423,291,509,10,-1786.192181,4.897512,35.56392645,2.01558145,2.227372211
423,291,512,10,-1715.111923,-2.84062975,14.93022045,2.281898295,2.376188134
423,291,515,10,-1549.655778,1.72255025,15.26583255,2.033118544,2.436145028
423,291,584,0,-1609.601865,3.113404,26.17441178,2.029896775,2.356226885
423,291,588,1,-1642.306374,-1.88770825,8.907243275,2.012996856,2.48785195
423,292,480,0,-1993.12412,38.9605965,42.24500053,2.00539402,2.18252499
423,292,483,11,-1937.752039,21.4736775,43.91083105,2.054309092,2.115847888
423,292,515,11,-1337.130591,4.16176825,13.2058379,2.10906703,2.325823985
423,296,474,0,-1592.197721,14.3558195,36.98566575,2.104512354,2.182398427
423,296,476,2,-1353.292101,-0.3193975,22.7548317,2.02078975,2.358079294
423,296,484,15,-1546.185967,2.93011125,19.95348345,2.008484163,2.441317088
423,296,494,0,-1900.905828,-0.32046425,34.19875627,2.085033122,2.173987855
423,296,507,10,-1472.42636,1.35935325,8.53484085,2.136188615,2.294404552
423,296,509,0,-1652.245043,3.8650235,35.12334615,2.015877099,2.26805691
423,296,512,1,-1581.174524,-3.87311825,8.37836745,2.295984686,2.282741591
423,296,554,10,-1504.92814,3.4192475,32.39055227,2.041375348,2.354297208
423,296,558,12,-1450.341945,2.102376,15.8647562,2.109939691,2.312699691
423,302,480,11,-1993.104938,41.898175,42.69317358,2.04482825,2.148803375
423,306,480,10,-1993.114171,43.8427975,45.20560827,2.009613698,2.214419232
423,317,490,0,-1409.871633,5.93615,32.91049877,2.155524779,2.13735707
423,325,490,0,-1259.7424,2.5979755,30.32467795,2.195142801,2.132273905
423,328,515,0,-1351.175957,-3.9270205,20.80344475,2.118557457,2.348845237
423,332,490,10,-1425.939534,6.28359675,33.29887735,2.139432932,2.154087063
423,367,483,12,-2060.481839,24.457189,46.53356143,2.118192506,2.091439956
423,369,490,0,-1344.30053,8.8759875,36.02255365,2.163233933,2.150252939
423,377,480,1,-1982.154191,46.52291275,47.86398692,2.019067312,2.220887826
423,377,488,10,-1873.327707,2.69894025,18.22805925,2.211200958,2.041681899
423,381,490,0,-1093.876214,4.14482575,32.1089742,2.170178381,2.140662888
423,385,484,1,-1545.72927,0.657118,23.61975887,2.01730646,2.369568175
423,385,584,0,-1475.196742,-0.19207775,30.20798178,2.113830055,2.311177655
424,141,479,0,-2441.276715,-1.27715075,29.44617795,2.177547311,2.048479308
424,141,480,10,-2321.05319,23.11339775,28.32503625,2.204637703,2.050941996
424,141,483,0,-2265.677064,5.62647875,32.52878425,2.154980526,2.048594931
424,141,492,10,-2136.255524,28.301254,33.11087835,2.124906144,2.071381476
424,160,483,11,-2078.714534,26.3516115,45.16602558,2.095907323,2.277267658
424,163,490,0,-1884.958248,17.07471425,40.95154105,2.1216717,2.214873878
424,333,488,10,-2128.213772,12.92329975,16.65322877,2.304818607,1.982395629
425,74,480,1,-3321.799306,24.93528125,27.67934503,2.385414314,1.993549152
425,74,483,11,-3266.428895,7.44836225,28.29684895,2.079703075,2.012529553
425,292,483,0,-2059.487398,34.456527,50.58673453,2.061913756,2.20839629
425,302,483,10,-2059.465365,37.83241425,51.1218979,2.048257886,2.265091403
425,306,483,0,-2059.475632,42.50741475,53.90873208,2.083217698,2.222194948
425,333,488,16,-2114.301719,21.75209925,23.3687275,2.421871542,2.174078261
425,377,483,10,-2048.512494,44.215909,55.84849772,2.060955951,2.284892294
425,377,485,1,-2070.512961,38.078206,52.23464365,2.024212703,2.378682057
426,160,482,12,-2134.930462,13.246023,35.72045005,2.171599565,2.268353974
426,160,483,0,-1953.830165,26.236528,39.7948703,2.05010293,2.198021074
426,302,483,12,-1948.496258,36.49470975,49.36571993,2.001983332,2.18314919
426,306,483,1,-1948.502095,36.83669725,51.8995963,2.008074075,2.269275998
426,377,483,10,-1937.539076,40.11613775,53.9445686,2.033060717,2.172327993
427,160,482,10,-2056.338936,12.64845475,34.09580863,2.177677831,2.27541626
427,160,483,0,-1875.235933,25.63895975,39.86838193,2.076672103,2.209401717
427,160,484,10,-1405.063038,10.5671,32.3467716,2.059434183,2.374244179
427,292,483,10,-1869.919501,29.1866565,48.8528579,2.014132678,2.164039554
427,302,483,0,-1869.897617,36.3931175,52.2455496,2.037360875,2.196548946
427,306,483,11,-1869.905667,38.11265575,53.46743015,2.009123795,2.238143868
428,160,520,12,-1921.216813,15.083845,36.89479748,2.088643115,2.479135522
428,302,483,1,-2118.111223,38.39045,52.97531955,2.033938648,2.22239227
429,141,480,0,-2561.728242,24.07309625,27.88842802,2.220093135,2.057161132
429,141,483,0,-2506.353166,6.58617725,31.43362105,2.153990233,2.068329898
429,141,492,0,-2376.930153,29.2609525,32.94011678,2.143504352,2.084543941
429,143,479,0,-2660.75443,-2.05060725,28.57535228,2.182115629,2.074107827
429,143,480,10,-2540.530276,22.33994125,27.84831195,2.210512094,2.057923287
429,143,481,10,-1982.51135,-0.1190995,30.80709995,2.156434652,2.129435011
429,143,485,0,-2507.121079,-1.28468075,49.48308753,2.195291456,2.073203824
429,143,490,10,-1843.963236,-0.45073325,31.1185784,2.176803082,2.115311896
429,143,492,10,-2355.732617,27.5277975,32.63006903,2.125579952,2.081310596
429,143,618,10,-3277.166794,-0.912385,28.48584568,2.175502446,2.084580543
429,160,482,2,-2500.495643,8.02064225,33.16424095,2.111378308,2.214765743
429,160,490,0,-1678.203572,15.70739175,36.8442398,2.003666031,2.31475652
430,141,480,1,-2278.006889,21.55318175,24.76701713,2.261373219,1.998491873
430,143,480,10,-2256.804307,20.9395495,25.67934565,2.207734466,2.007528411
430,143,483,0,-2201.429723,3.4526305,28.91511843,2.21153176,1.998334141
430,160,474,10,-1611.52737,15.4112745,37.6551455,2.016498966,2.278744096
430,160,475,0,-1334.535198,11.2065225,33.66421413,1.976850057,2.474088437
430,160,490,0,-1394.48086,13.7536705,37.7134277,2.006723019,2.284683273
430,195,490,0,-1625.410022,13.923472,40.87970485,2.030284594,2.273189662
430,302,523,11,-1554.649827,-0.89199125,36.31510043,2.18156441,2.131505448
430,306,523,0,-1554.668386,-1.530598,30.35130278,2.00285647,2.171233342
430,333,488,0,-2085.164068,5.48435,16.92822437,2.076070692,1.996829895
431,141,480,11,-2469.672132,19.86821875,24.04413712,2.223741991,1.996810656
431,141,483,12,-2414.295855,2.38129975,28.34216073,2.12717081,1.944760123
431,141,492,0,-2284.872578,25.056075,30.01431645,2.126846535,1.99870946
431,143,480,10,-2448.471338,18.03466375,24.11690203,2.10308396,1.954425628
431,143,483,10,-2393.097394,0.54774475,26.950874,2.00347392,1.959881313
431,160,484,2,-1757.16915,4.12750675,27.44552597,2.006285885,2.319437405
431,306,488,4,-2168.549482,0.55138425,18.2704406,2.099023415,1.994981163
431,333,488,11,-2276.832504,5.68169875,14.61281212,2.018248725,1.992762534
433,31,492,1,-1544.76175,20.939173,27.05294942,2.646751582,1.857540118
433,160,526,3,-1383.273409,-3.88566825,15.5333609,2.471185395,2.418818417
433,160,616,1,-1599.175469,-1.2182285,24.63584452,2.496724084,2.469572694
433,184,483,1,-2069.298846,28.05709375,36.70492852,2.183985983,2.123399008
433,195,483,10,-2146.669159,35.62524575,48.37635323,2.259830178,2.147920786
433,261,490,0,-1525.572279,15.4551995,41.44921757,2.378678599,2.165123165
433,302,483,0,-1910.409946,35.95280075,50.12251003,2.066844009,2.217417582
433,333,488,0,-1965.233474,20.9608845,26.45805433,2.826007273,2.171370292
433,366,483,10,-2292.794181,39.55314475,54.85022052,2.163826188,2.187764533
433,367,483,1,-2033.146878,41.5145215,53.23227453,2.17860509,2.198169589
433,377,483,10,-1899.453535,40.93703325,53.83544008,2.064498019,2.206008727
434,160,483,1,-1984.760154,40.910741,52.46634175,2.162303534,2.436073272
434,254,483,0,-1963.406027,38.47045625,56.9775271,2.193558422,2.125354019
434,262,483,2,-2062.048383,43.23682075,54.71598573,2.492582665,2.466592593
434,302,483,0,-1979.423491,44.28600075,60.30519098,2.147096344,2.325299552
434,306,479,2,-2155.037919,42.124828,55.61009793,2.259755796,2.46393265
434,306,483,2,-1979.436131,49.0284575,60.03338935,2.306437196,2.353012168
434,306,485,1,-2001.435655,42.8907545,57.01188273,2.148726352,2.382491332
434,367,483,10,-2102.176193,49.11988425,58.50617985,2.474461135,2.401541419
434,377,485,0,-1990.47339,42.90399475,57.30788075,2.108511813,2.420392787
435,25,492,10,-1585.253504,4.33044025,8.402319125,2.624997185,1.873356895
435,30,492,0,-2120.975387,1.19645425,7.4176524,2.742748989,1.827507718
435,160,488,0,-1783.671284,1.5693775,32.34168885,2.229967077,2.176282514
435,160,490,10,-1195.970134,22.6026755,40.52061797,2.060608369,2.357474329
435,160,494,0,-1721.731421,9.58399575,33.4904531,2.179078039,2.26108695
435,194,490,11,-1251.340609,12.248549,35.19276648,2.208038136,2.211539553
435,261,492,1,-1958.762789,37.30205125,39.32925275,2.229600543,2.055297649
435,304,618,0,-2517.981987,10.614539,38.4418046,2.288487644,2.114785591
435,306,528,0,-1305.200442,8.523709,37.12466328,2.126403968,2.262719111
435,377,483,11,-1820.87178,39.80464675,54.00396148,2.028938211,2.184584981
436,122,477,2,-2710.994156,-3.0879275,26.06344468,2.932194184,2.060276313
436,122,492,2,-2708.793103,23.42332,25.99272542,2.835659587,1.882367061
436,137,492,1,-2553.063672,30.3590775,33.34939737,2.990124169,1.982490018
436,169,555,11,-2032.033158,26.7690245,35.5562835,2.789572684,2.312873308
436,171,488,2,-2059.354126,13.147631,47.7896219,2.728775011,2.209421016
436,254,485,0,-2025.906643,43.1846755,57.7542717,2.010328235,2.323448741
436,258,483,10,-1971.710739,46.06421025,52.06711998,2.188015518,2.463715256
436,296,453,0,-2338.485288,50.0402385,66.55705505,2.641986477,2.496508006
436,302,479,0,-2195.515539,57.874074,65.29123067,2.16362387,2.436001312
436,302,486,1,-1473.517879,64.31818525,70.5194791,2.025013095,2.489722085
436,366,485,10,-2424.319861,52.32201675,64.03904815,2.177567629,2.410037093
437,6,492,0,-1768.936911,8.91382575,17.25060878,2.35506353,1.949766272
437,141,480,0,-2192.457458,18.708034,27.34543972,2.243879155,2.028447714
437,141,481,0,-1634.43915,-3.75100675,29.91602485,2.176370793,2.085726606
437,141,483,10,-2137.080834,1.221115,31.86135642,2.173096699,2.032016887
437,141,492,10,-2007.659804,23.89589025,32.12341297,2.144589569,2.04652428
437,163,481,10,-1894.925597,14.4677655,41.4348792,2.138443266,2.196885249
437,163,490,10,-1756.382262,14.13613175,38.74678842,2.159102287,2.198200115
437,193,490,0,-1426.812174,14.46556925,39.70991307,2.154664763,2.241254952
437,193,529,11,-1584.004535,5.155289,33.40411538,2.157785335,2.366508895
437,291,492,10,-2027.925978,43.04399,47.07367577,2.03757309,2.136265974
437,292,483,10,-1944.820099,25.25392575,48.54553978,2.01313129,2.142246805
437,306,488,3,-1891.356532,3.88253075,19.21945277,2.215236877,2.046452639
437,333,488,10,-1999.635657,9.332933,13.925229,2.25972658,1.973899202
437,333,616,0,-1736.556599,2.98984925,8.4140973,2.34458999,2.087493602
437,333,619,0,-2955.293605,2.98169175,30.36511405,2.056181874,2.330667553
437,366,483,10,-2327.196711,25.93074725,48.80088835,2.017457628,2.063836892
437,377,488,10,-1880.39262,7.265195,23.6560974,2.210315221,2.133246495
438,152,486,12,-1760.538657,21.9176965,44.69172343,2.374042695,2.201684194
438,152,490,12,-1665.749978,17.07345925,38.9604961,2.474472753,2.219037472
438,189,478,10,-1964.964083,16.9293225,35.50076857,2.370154535,2.205012088
438,195,483,10,-2451.439198,37.20064725,48.29863735,2.103196518,2.041710944
438,306,483,10,-2215.187582,39.4392535,52.62951685,2.11751985,2.182155568
438,366,483,10,-2597.570228,38.51714225,52.37429378,2.246371372,2.075447969
438,377,483,12,-2204.222655,40.191124,55.3637979,2.067855224,2.133731385
439,27,492,0,-1839.20902,11.57455125,19.46938603,2.392546,1.918136498
439,141,479,1,-2458.194437,-2.67810725,28.7281297,2.2062758,2.019659522
439,141,480,0,-2337.971904,21.71244125,26.98442642,2.214338842,2.004028051
439,141,485,0,-2304.594767,-1.91218075,28.5014265,2.203191998,2.029103421
439,141,486,11,-1736.199895,3.766004,31.999739,2.088891674,2.077978107
439,141,492,12,-2153.174611,26.9002975,31.53620475,2.128899835,2.027562301
439,143,480,2,-2316.768047,18.34690775,27.22278857,2.206335479,2.007353385
439,143,483,11,-2261.393213,0.85998875,30.61543008,2.185687496,1.999345597
439,160,476,0,-1432.57803,1.010777,32.07399735,2.023585567,2.275598259
439,160,494,1,-1980.211489,1.00971025,31.13641195,2.234697953,2.149161682
439,160,496,0,-1654.200547,0.91671475,31.92821655,2.048483271,2.216255006
439,160,497,10,-1474.302468,5.601567,30.32226835,2.009197742,2.422165581
439,160,505,2,-1963.384232,0.1196015,29.79545072,2.063855736,2.201410449
439,195,490,0,-1685.383899,12.96145175,37.60408582,2.030609081,2.260247696
439,306,488,0,-2036.856848,-0.5779275,14.90668293,2.040062017,2.031672046
439,306,531,2,-2171.086433,-3.91767075,22.18393848,2.028671407,2.231668001
440,152,490,11,-1320.479473,12.047498,34.04879005,2.516995846,2.160376327
440,195,483,0,-2106.170966,36.19438825,49.1798356,2.167319139,2.121058136
440,302,483,1,-1869.907235,37.72448425,53.0869769,2.056584357,2.202994473
440,306,479,13,-2045.519568,35.0638215,51.08648808,2.017960065,2.308862331
440,306,483,10,-1869.920912,41.967451,53.54406673,2.063242927,2.181709649
440,306,532,1,-1802.897462,9.50116575,39.63944483,2.410016142,2.313261706
440,333,483,11,-1978.184543,46.81683375,60.66065718,2.01850871,2.353442524
440,333,485,1,-2000.184802,40.67913075,57.17735447,2.002397106,2.409893809
440,377,483,11,-1858.954852,41.92170625,54.4588927,2.064730264,2.202225142
440,377,485,12,-1880.955646,35.78400325,50.6398022,2.01379917,2.459026233
441,74,479,12,-3342.605938,-2.10017975,22.02250155,2.08467095,2.101849559
441,74,480,0,-3222.376133,22.29036875,24.84204102,2.404765184,1.9974235
441,74,483,11,-3167.001665,4.80344975,28.00548815,2.321828316,2.010981406
441,74,492,11,-3037.577725,27.478225,30.09370148,2.276412849,2.076295117
441,160,483,10,-1965.370468,31.87028575,46.8049238,2.182785628,2.250116622
441,302,483,10,-1960.035296,36.6822695,53.27156858,2.12364384,2.19114974
441,302,485,0,-1982.007017,30.5445665,67.69619973,2.055161557,2.327804412
441,306,483,1,-1960.046093,38.274739,54.18636945,2.031527999,2.242129393
441,333,488,0,-2014.86868,18.32230975,20.9242636,2.468878527,2.101651897
441,367,483,10,-2082.782925,35.42105725,50.69059205,2.187655503,2.239473633
441,377,479,10,-2124.683061,37.345537,54.20114707,2.067035127,2.267465719
441,377,483,0,-1949.082315,44.2491665,57.97049565,2.0881883,2.223601411
441,377,485,0,-1971.086864,38.1114635,51.79548778,2.027712505,2.385033165
441,377,488,10,-1895.617612,17.912113,33.13246435,2.552163239,2.245318196
442,7,492,3,-1719.100773,-2.33888075,11.19973922,2.707082314,1.813743527
442,27,483,12,-1770.202244,20.59185175,36.42227743,2.121435357,1.974994421
442,27,517,10,-1183.549745,4.90246925,54.72055393,3.149689059,1.95494008
442,46,492,0,-1563.112142,28.53449575,40.1965205,2.635485328,1.841275983
442,195,483,10,-2128.1288,34.29770675,45.93209013,2.351064816,2.269480155
442,292,483,1,-1891.879818,35.59889075,53.7857107,2.050414553,2.179784862
442,302,483,0,-1891.860916,36.93383425,53.27272318,2.039458288,2.207080196
442,306,483,0,-1891.870377,38.661279,53.83308068,2.051294179,2.199842699
442,366,483,0,-2274.255987,35.692953,51.0385408,2.095531726,2.074113302
442,367,483,11,-2014.605769,37.82061725,51.0889667,2.159855856,2.121023506
442,377,479,0,-2056.506749,36.36130325,54.17382573,2.015812013,2.258815791
442,377,483,1,-1880.906239,43.26493275,57.7952098,2.042753409,2.214631277
